Index,Model,ROUGE-1,ROUGE-L,BERTScore,Summary,Transcript
59,BART,0.387096774,0.387096774,0.908782721,"For media inquiries, call 202-452-2955 or e-mail [email protected]. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.","For media inquiries, call 202-452-2955 or e-mail [email protected]."
60,TF-IDF,1,1,0.99999994,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023.","The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023."
60,BERT,1,1,0.994087815," The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023 .","The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023."
60,BART,0.675,0.675,0.956837595,"The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023. The minutes were released to mark the 20th anniversary of the Federal Reserve's first meeting in 1913. The meeting was held in Washington, D.C.","The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31–February 1, 2023."
61,TF-IDF,1,1,1,The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.,The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.
61,BERT,0.902654867,0.902654867,0.965303242, Minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision . The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting .,The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.
61,BART,1,1,1,The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.,The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board’s Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.
62,TF-IDF,1,1,1,FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm,FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm
62,BERT,0.941176471,0.941176471,0.953497052, Minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars .,FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm
62,BART,0.72,0.72,0.971419394,FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm The minutes can also be found on the FOMC website at www.fOMC.gov.,FOMC minutes can be viewed on the Board’s website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm
63,TF-IDF,1,1,1,"For media inquiries, e-mail [email protected] or call 202-452-2955.","For media inquiries, e-mail [email protected] or call 202-452-2955."
63,BERT,0.727272727,0.727272727,0.930150449," For media inquiries, e-mail [email [email protected] or call 202-452-2955 . For more information, visit www.cnn.com/cnn .","For media inquiries, e-mail [email protected] or call 202-452-2955."
63,BART,0.387096774,0.387096774,0.910640001,"For media inquiries, e-mail [email protected] or call 202-452-2955. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255.","For media inquiries, e-mail [email protected] or call 202-452-2955."
64,TF-IDF,1,1,1,"Minutes of the Federal Open Market Committee
January 31–February 1, 2023: HTML | PDF","Minutes of the Federal Open Market Committee
January 31–February 1, 2023: HTML | PDF"
64,BERT,0.651162791,0.651162791,0.924780607," Minutes of the Federal Open Market Committee Minutes of January 31–February 1, 2023: HTML | PDF . Minutes from the Federal Reserve Reserve Committee on January 31-February 1-2023 .","Minutes of the Federal Open Market Committee
January 31–February 1, 2023: HTML | PDF"
64,BART,0.333333333,0.333333333,0.86113441,"Minutes of the Federal Open Market Committee (FOMC) for the month of January 31, 2023. The FOMC meets to discuss the state of the U.S. economy and the global economy. The minutes of the FOC will be published on the last day of each month.","Minutes of the Federal Open Market Committee
January 31–February 1, 2023: HTML | PDF"
65,TF-IDF,1,1,1,"January 31–February 1, 2023","January 31–February 1, 2023"
65,BERT,0.23255814,0.23255814,0.884135664," January 31–February 1, 2023 is January 31 . January 31-February 1-2023 is February 1, 2020 . The first month of the first year of the 20th anniversary of President Obama's presidency will be January 31, 2019 .","January 31–February 1, 2023"
65,BART,0.178571429,0.178571429,0.885349989,"January 31–February 1, 2023. January 31-February 1 of next year. March 31-April 1 of the year after that. February 1-March 31 of the next year, and so on. March 1-October 1 of this year. April 1-November 1 of 2021. March 2-March 3 of 2022.","January 31–February 1, 2023"
66,TF-IDF,1,1,1,"A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve System was held in the offices of the Board of Governors on Tuesday, January 31, 2023, at 10:00 a.m. and continued on Wednesday, February 1, 2023, at 9:00 a.m.1","A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve System was held in the offices of the Board of Governors on Tuesday, January 31, 2023, at 10:00 a.m. and continued on Wednesday, February 1, 2023, at 9:00 a.m.1"
66,BERT,0.857142857,0.693877551,0.964664757," Joint meeting of Federal Open Market Committee and Board of Governors of the Federal Reserve System was held on January 31, 2023, at 10:00 a.m. and continued on Wednesday, February 1,2023 . Joint meeting was held in the offices of the board of Governors .","A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve System was held in the offices of the Board of Governors on Tuesday, January 31, 2023, at 10:00 a.m. and continued on Wednesday, February 1, 2023, at 9:00 a.m.1"
66,BART,0.76,0.68,0.956225812,"A joint meeting of the Federal Open Market Committee and the Board of Governors was held on January 31, 2023, at 10:00 a.m. The meeting continued on Wednesday, February 1, 20 23, at 9:00 p.m., and was attended by all members of the Fed.","A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve System was held in the offices of the Board of Governors on Tuesday, January 31, 2023, at 10:00 a.m. and continued on Wednesday, February 1, 2023, at 9:00 a.m.1"
67,TF-IDF,1,1,1,"Attendance 
Jerome H. Powell, Chair
John C. Williams, Vice Chair
Michael S. Barr
Michelle W. Bowman
Lael Brainard
Lisa D. Cook
Austan D. Goolsbee
Patrick Harker
Philip N. Jefferson
Neel Kashkari
Lorie K. Logan
Christopher J. Waller","Attendance 
Jerome H. Powell, Chair
John C. Williams, Vice Chair
Michael S. Barr
Michelle W. Bowman
Lael Brainard
Lisa D. Cook
Austan D. Goolsbee
Patrick Harker
Philip N. Jefferson
Neel Kashkari
Lorie K. Logan
Christopher J. Waller"
67,BERT,0.194444444,0.166666667,0.802539945," Jerome H. Powell, Chair, Chair and Vice Chair of the Committee, will be in attendance . Attendance will be limited to approximately 60,000 people . The event will be held in New York City, New York .","Attendance 
Jerome H. Powell, Chair
John C. Williams, Vice Chair
Michael S. Barr
Michelle W. Bowman
Lael Brainard
Lisa D. Cook
Austan D. Goolsbee
Patrick Harker
Philip N. Jefferson
Neel Kashkari
Lorie K. Logan
Christopher J. Waller"
67,BART,0.441176471,0.441176471,0.83951664,"Attendance     Jerome H. Powell, Chair.       John C. Williams, Vice Chair.          Michael S. Barr, Vice chair.        Lael Brainard, Vice chairman.                         œ “We are here to make a difference,” said Powell, “and we will.”","Attendance 
Jerome H. Powell, Chair
John C. Williams, Vice Chair
Michael S. Barr
Michelle W. Bowman
Lael Brainard
Lisa D. Cook
Austan D. Goolsbee
Patrick Harker
Philip N. Jefferson
Neel Kashkari
Lorie K. Logan
Christopher J. Waller"
68,TF-IDF,1,1,1,"Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo, Alternate Members of the Committee","Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo, Alternate Members of the Committee"
68,BERT,0.976744186,0.976744186,0.985497773," Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo are alternate members of the Committee .","Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo, Alternate Members of the Committee"
68,BART,0.68852459,0.68852459,0.949054241,"Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo, are Alternate Members of the Committee. The committee's work will be published in a special issue of the New England Journal of Medicine.","Thomas I. Barkin, Raphael W. Bostic, Mary C. Daly, Loretta J. Mester, and Helen E. Mucciolo, Alternate Members of the Committee"
69,TF-IDF,1,1,1,"James Bullard and Susan M. Collins, Presidents of the Federal Reserve Banks of St. Louis and Boston, respectively","James Bullard and Susan M. Collins, Presidents of the Federal Reserve Banks of St. Louis and Boston, respectively"
69,BERT,0.653846154,0.653846154,0.94704318, James Bullard and Susan M. Collins are the Presidents of the Federal Reserve Banks of St. Louis and Boston . They are both former presidents of the banks of both of the U.S. banks .,"James Bullard and Susan M. Collins, Presidents of the Federal Reserve Banks of St. Louis and Boston, respectively"
69,BART,0.529411765,0.529411765,0.931448221,"James Bullard and Susan M. Collins, Presidents of the Federal Reserve Banks of St. Louis and Boston, respectively, spoke to CNN. They were joined by President Barack Obama at the White House for a meeting of the Economic Club of New York and the Economic Forum of the United States.","James Bullard and Susan M. Collins, Presidents of the Federal Reserve Banks of St. Louis and Boston, respectively"
70,TF-IDF,1,1,1,"Kelly J. Dubbert, Interim President of the Federal Reserve Bank of Kansas City","Kelly J. Dubbert, Interim President of the Federal Reserve Bank of Kansas City"
70,BERT,0.619047619,0.619047619,0.951463878," Kelly J. Dubbert, Interim President of the Federal Reserve Bank of Kansas City, is interim president of the Kansas City Fed . Dubbert is a former member of the Fed .","Kelly J. Dubbert, Interim President of the Federal Reserve Bank of Kansas City"
70,BART,0.371428571,0.371428571,0.928246379,Kelly J. Dubbert is the Interim President of the Federal Reserve Bank of Kansas City. He is also a member of the Board of Governors of the Kansas City Federal Reserve. He has been with the Fed for more than 20 years. He says he is proud to have been a part of the Fed's history.,"Kelly J. Dubbert, Interim President of the Federal Reserve Bank of Kansas City"
71,TF-IDF,1,1,1,"Joshua Gallin, Secretary
Matthew M. Luecke, Deputy Secretary
Brian J. Bonis, Assistant Secretary
Michelle A. Smith, Assistant Secretary
Mark E. Van Der Weide, General Counsel
Richard Ostrander, Deputy General Counsel
Trevor A. Reeve, Economist
Stacey Tevlin, Economist
Beth Anne Wilson, Economist","Joshua Gallin, Secretary
Matthew M. Luecke, Deputy Secretary
Brian J. Bonis, Assistant Secretary
Michelle A. Smith, Assistant Secretary
Mark E. Van Der Weide, General Counsel
Richard Ostrander, Deputy General Counsel
Trevor A. Reeve, Economist
Stacey Tevlin, Economist
Beth Anne Wilson, Economist"
71,BERT,0.75,0.75,0.890117049," Joshua Gallin, Secretary, Matthew Luecke, Brian J. Bonis, Michelle Smith, Michelle A. Smith, Mark E. Van Der Weide, Richard Ostrander, Trevor A. Reeve, Stacey Tevlin and Beth Anne Wilson are economists .","Joshua Gallin, Secretary
Matthew M. Luecke, Deputy Secretary
Brian J. Bonis, Assistant Secretary
Michelle A. Smith, Assistant Secretary
Mark E. Van Der Weide, General Counsel
Richard Ostrander, Deputy General Counsel
Trevor A. Reeve, Economist
Stacey Tevlin, Economist
Beth Anne Wilson, Economist"
71,BART,0.554216867,0.530120482,0.894548178,"Joshua Gallin, Secretary, will be the next Secretary of State. He will be followed by Matthew M. Luecke, Deputy Secretary, and Michelle A. Smith, Assistant Secretary. They will also be joined by Trevor A. Reeve, Stacey Tevlin, and Beth Anne Wilson, Economist.","Joshua Gallin, Secretary
Matthew M. Luecke, Deputy Secretary
Brian J. Bonis, Assistant Secretary
Michelle A. Smith, Assistant Secretary
Mark E. Van Der Weide, General Counsel
Richard Ostrander, Deputy General Counsel
Trevor A. Reeve, Economist
Stacey Tevlin, Economist
Beth Anne Wilson, Economist"
72,TF-IDF,1,1,1,"Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists","Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists"
72,BERT,1,1,0.994699359," Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists .","Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists"
72,BART,0.586666667,0.586666667,0.936804414,"Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists. The study was published in the Journal of the American Economic Association. For confidential support, call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here.","Shaghil Ahmed, Roc Armenter, James A. Clouse, Brian M. Doyle, Eric M. Engen, Anna Paulson, Andrea Raffo, and William Wascher, Associate Economists"
73,TF-IDF,1,1,1,"Patricia Zobel, Manager pro tem, System Open Market Account","Patricia Zobel, Manager pro tem, System Open Market Account"
73,BERT,0.418604651,0.418604651,0.902015686, Patricia Zobel is Manager pro tem of System Open Market Account Account . Patricia is Manager Pro tem of the System Open Markets Account . Zobels is a member of the National Statistical Statistical Statistical Service .,"Patricia Zobel, Manager pro tem, System Open Market Account"
73,BART,0.272727273,0.272727273,0.875287473,"Patricia Zobel is Manager pro tem, System Open Market Account Account. She is responsible for managing the system's open market account accounts. She says the system is open to anyone who wants to access the system. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or go to www.suicidepreventionlifeline.org.","Patricia Zobel, Manager pro tem, System Open Market Account"
74,TF-IDF,1,1,1,"Stephanie R. Aaronson, Senior Associate Director, Division of Research and Statistics, Board","Stephanie R. Aaronson, Senior Associate Director, Division of Research and Statistics, Board"
74,BERT,0.510638298,0.510638298,0.922508061," Stephanie R. Aaronson, Senior Associate Director, Division of Research and Statistics, Board of Research, Statistics . Board: ""We are proud of our achievements"" Board members: ""It is a great place to learn about science and history""","Stephanie R. Aaronson, Senior Associate Director, Division of Research and Statistics, Board"
74,BART,0.380952381,0.380952381,0.930944264,"Stephanie R. Aaronson is Senior Associate Director, Division of Research and Statistics, Board. She is also a member of the Board's Board of Directors. She says the board is committed to the accuracy of its data. She adds that the board has a long history of making accurate data available.","Stephanie R. Aaronson, Senior Associate Director, Division of Research and Statistics, Board"
75,TF-IDF,1,1,1,"Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board","Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board"
75,BERT,0.540540541,0.540540541,0.922263861," Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board of Technology, is on the Board of Directors . He is a member of the board of directors .","Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board"
75,BART,0.317460317,0.317460317,0.899568975,"Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board of Directors. Acosta: ""We have a lot of challenges ahead of us. We're going to do everything we can to get ahead of these challenges"" ""We've got a long way to go,"" he says. ""We're not going to give up.""","Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board"
76,TF-IDF,1,1,1,"Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board","Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board"
76,BERT,0.709677419,0.709677419,0.955444336," Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board . Ahn is a member of the Board of Governors .","Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board"
76,BART,0.372881356,0.372881356,0.924489141,"Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board of Governors. He says the board is looking for ways to improve the economy. ""We need to make the economy more competitive,"" Ahn says. The board is also looking at ways to reduce the deficit, he says.","Isaiah C. Ahn, Information Management Analyst, Division of Monetary Affairs, Board"
77,TF-IDF,1,1,1,"Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board","Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board"
77,BERT,0.619047619,0.619047619,0.943420351," Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board, is on the board . Arute is a member of the Reserve Bank's Board of Directors .","Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board"
77,BART,0.426229508,0.426229508,0.920096338,"Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board. Arute: ""I'm proud to be a member of the Reserve Bank of Canada's Board of Governors. I'm also proud to have served in the U.S. Senate and the House of Representatives""","Alyssa Arute,2 Manager, Division of Reserve Bank Operations and Payment Systems, Board"
78,TF-IDF,1,1,0.99999994,"Kartik B. Athreya, Executive Vice President, Federal Reserve Bank of Richmond","Kartik B. Athreya, Executive Vice President, Federal Reserve Bank of Richmond"
78,BERT,0.523809524,0.523809524,0.94426924," Kartik B. Athreya, Executive Vice President, Federal Reserve Bank of Richmond, is Executive Vice Vice President of Richmond . Kartik is the executive vice president of the Richmond Federal Reserve Reserve Bank .","Kartik B. Athreya, Executive Vice President, Federal Reserve Bank of Richmond"
78,BART,0.309859155,0.309859155,0.90942055,Kartik B. Athreya is Executive Vice President of the Federal Reserve Bank of Richmond. He is also a member of the Board of Governors of the Richmond Federal Credit Union. He has been with the Fed for more than 30 years and has served in a variety of leadership roles. He was born in India and grew up in Richmond.,"Kartik B. Athreya, Executive Vice President, Federal Reserve Bank of Richmond"
79,TF-IDF,1,1,1,"Penelope A. Beattie, Section Chief, Office of the Secretary, Board","Penelope A. Beattie, Section Chief, Office of the Secretary, Board"
79,BERT,0.5,0.5,0.929614186," Penelope A. Beattie, Section Chief, Office of the Secretary, Board, Board of Governors, is on the board of governors . She is also a member of the U.S. Supreme Court .","Penelope A. Beattie, Section Chief, Office of the Secretary, Board"
79,BART,0.266666667,0.266666667,0.880974114,"Penelope A. Beattie is Section Chief, Office of the Secretary, Board of Education. She is also a member of the Board of Commissioners for the National Museum of American History. For more information, go to www.n museumofamerica.org. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details.","Penelope A. Beattie, Section Chief, Office of the Secretary, Board"
80,TF-IDF,1,1,1,"Travis J. Berge, Principal Economist, Division of Research and Statistics, Board","Travis J. Berge, Principal Economist, Division of Research and Statistics, Board"
80,BERT,0.432432432,0.378378378,0.90981853," Travis J. Berge, Principal Economist, is the principal Economist of the Board . He says the Board is committed to the study of economic and social trends .","Travis J. Berge, Principal Economist, Division of Research and Statistics, Board"
80,BART,0.34375,0.34375,0.929533064,"Travis J. Berge, Principal Economist, Division of Research and Statistics, Board. He says the board is looking for a way to improve the economy. The board is also looking for ways to reduce the cost of living, Berge says. He adds that the board's goal is to make the economy more sustainable.","Travis J. Berge, Principal Economist, Division of Research and Statistics, Board"
81,TF-IDF,1,1,1,"David Bowman, Senior Associate Director, Division of Monetary Affairs, Board","David Bowman, Senior Associate Director, Division of Monetary Affairs, Board"
81,BERT,0.434782609,0.434782609,0.916843355," David Bowman, Senior Associate Director, Division of Monetary Affairs, Board . Bowman is a member of the Board of Governors . Bowman: ""I'm a good guy, I'm not a bad guy. I'm a great guy""","David Bowman, Senior Associate Director, Division of Monetary Affairs, Board"
81,BART,0.363636364,0.363636364,0.903625011,"David Bowman, Senior Associate Director, Division of Monetary Affairs, Board. Bowman: We are committed to a strong, stable, and secure U.S. dollar. We will continue to work with the Fed on ways to strengthen the dollar. For more information, go to www.federalreserve.gov.","David Bowman, Senior Associate Director, Division of Monetary Affairs, Board"
82,TF-IDF,1,1,1,"Isabel Cairó, Principal Economist, Division of Monetary Affairs, Board","Isabel Cairó, Principal Economist, Division of Monetary Affairs, Board"
82,BERT,0.473684211,0.473684211,0.929325104," Isabel Cairó, Principal Economist, is the principal Economist of the Division of Monetary Affairs, Board . She is also the principal economist of the Board's Division of Economic Affairs .","Isabel Cairó, Principal Economist, Division of Monetary Affairs, Board"
82,BART,0.295081967,0.295081967,0.901593924,"Isabel Cairó, Principal Economist, Division of Monetary Affairs, Board. Isabel Cairo is a member of the Bank of Argentina's Board of Governors. She is also the Principal Economist for the Bank's Division of Economic and Fiscal Affairs. She was appointed to the Board by the President of Argentina in 2010.","Isabel Cairó, Principal Economist, Division of Monetary Affairs, Board"
83,TF-IDF,1,1,1,"Prabal Chakrabarti, Executive Vice President, Federal Reserve Bank of Boston","Prabal Chakrabarti, Executive Vice President, Federal Reserve Bank of Boston"
83,BERT,0.540540541,0.540540541,0.941622734, Prabal Chakrabarti is Executive Vice President of the Federal Reserve Bank of Boston . He is a member of the Board of Directors of the Boston Federal Reserve .,"Prabal Chakrabarti, Executive Vice President, Federal Reserve Bank of Boston"
83,BART,0.3125,0.3125,0.925998628,"Prabal Chakrabarti is Executive Vice President, Federal Reserve Bank of Boston. He is also a member of the Board of Governors of the Federal Reserve System. He says the Fed has a responsibility to keep the economy strong and stable. He also says it has a duty to protect the nation's financial stability.","Prabal Chakrabarti, Executive Vice President, Federal Reserve Bank of Boston"
84,TF-IDF,1,1,1,"Kathryn B. Chen, Director of Cross Portfolio Policy & Analysis, Federal Reserve Bank of New York","Kathryn B. Chen, Director of Cross Portfolio Policy & Analysis, Federal Reserve Bank of New York"
84,BERT,0.697674419,0.697674419,0.95431596," Kathryn B. Chen, Director of Cross Portfolio Policy & Analysis, Federal Reserve Bank of New York . Chen: The Federal Reserve is a member of the New York City Council .","Kathryn B. Chen, Director of Cross Portfolio Policy & Analysis, Federal Reserve Bank of New York"
84,BART,0.416666667,0.416666667,0.924705625,Kathryn B. Chen is Director of Cross Portfolio Policy & Analysis at the Federal Reserve Bank of New York. She says the Fed has a responsibility to protect the nation's economic and financial stability. Chen: The Fed's role is to ensure that the economy continues to grow and that it does so in a sustainable way.,"Kathryn B. Chen, Director of Cross Portfolio Policy & Analysis, Federal Reserve Bank of New York"
85,TF-IDF,1,1,1,"Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco","Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco"
85,BERT,0.47826087,0.47826087,0.935938418," Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco. Laura Choi is a senior vice president of the Federal Reserve . Choi is also a Senior Vice Vice President of the San Francisco Fed .","Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco"
85,BART,0.333333333,0.333333333,0.916512072,"Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco, spoke with CNN.com about the issue. She said the issue is important for the future of the U.S. economy and the world. She also spoke about the role of the Federal Reserve in the global economy and its role in financial stability.","Laura Choi, Senior Vice President, Federal Reserve Bank of San Francisco"
86,TF-IDF,1,1,1,"Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board","Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board"
86,BERT,0.6875,0.6875,0.940818608," Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board, Board . Daniel M Covitz is Deputy Director of Research & Statistics .","Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board"
86,BART,0.360655738,0.360655738,0.916231871,"Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board. Daniel Covitz is a member of the Board of Statisticians of the United States. He is also a former director of the National Institute of Standards and Technology. He has been on the Board for more than 20 years.","Daniel M. Covitz, Deputy Director, Division of Research and Statistics, Board"
87,TF-IDF,1,1,1,"Stephanie E. Curcuru, Deputy Director, Division of International Finance, Board","Stephanie E. Curcuru, Deputy Director, Division of International Finance, Board"
87,BERT,0.571428571,0.571428571,0.950580418," Stephanie E. Curcuru, Deputy Director, Division of International Finance, Board, is on the board . She is also the Deputy Director of the Division of Finance .","Stephanie E. Curcuru, Deputy Director, Division of International Finance, Board"
87,BART,0.289855072,0.289855072,0.914686739,"Stephanie E. Curcuru is Deputy Director, Division of International Finance, Board. She is responsible for the Board's work on international finance issues. She says the board is committed to working with the IMF to improve the global economy. She said: ""We need to work together to make sure that the world's economic future is secure and secure""","Stephanie E. Curcuru, Deputy Director, Division of International Finance, Board"
88,TF-IDF,1,1,1,"Marnie Gillis DeBoer, Senior Associate Director, Division of Monetary Affairs, Board","Marnie Gillis DeBoer, Senior Associate Director, Division of Monetary Affairs, Board"
88,BERT,0.75862069,0.75862069,0.959434688," Marnie Gillis DeBoer, Senior Associate Director, Division of Monetary Affairs, Board, said she was disappointed with the decision .","Marnie Gillis DeBoer, Senior Associate Director, Division of Monetary Affairs, Board"
88,BART,0.314285714,0.314285714,0.915269792,"Marnie Gillis DeBoer is Senior Associate Director, Division of Monetary Affairs, Board. She is also a member of the Board's Monetary Affairs Division. She says the board is committed to supporting South Africa's economic recovery and stability. She said the board will continue to work with the South African Reserve Bank to strengthen the country's economy.","Marnie Gillis DeBoer, Senior Associate Director, Division of Monetary Affairs, Board"
89,TF-IDF,1,1,0.99999994,"Navtej S. Dhillon, Special Adviser to the Board, Division of Board Members, Board","Navtej S. Dhillon, Special Adviser to the Board, Division of Board Members, Board"
89,BERT,0.742857143,0.742857143,0.959433377," Navtej S. Dhillon is Special Adviser to the Board, Division of Board Members, Board Members . He is a member of the Board .","Navtej S. Dhillon, Special Adviser to the Board, Division of Board Members, Board"
89,BART,0.376811594,0.376811594,0.918889523,"Navtej S. Dhillon is Special Adviser to the Board, Division of Board Members, Board of Trustees. He is also a member of the Board of Governors of the Indian Institute of Technology, Bombay. He has served on the Board for more than 20 years. He says he has been on the board since the early 1990s.","Navtej S. Dhillon, Special Adviser to the Board, Division of Board Members, Board"
90,TF-IDF,1,1,1,"Burcu Duygan-Bump, Special Adviser to the Board, Division of Board Members, Board","Burcu Duygan-Bump, Special Adviser to the Board, Division of Board Members, Board"
90,BERT,0.685714286,0.628571429,0.919509888," Burcu Duygan-Bump, Special Adviser to the Board, is a member of the Board . Burcu is a special adviser to the board .","Burcu Duygan-Bump, Special Adviser to the Board, Division of Board Members, Board"
90,BART,0.337662338,0.337662338,0.915953338,"Burcu Duygan-Bump is Special Adviser to the Board, Division of Board Members, Board of Trustees. She is also a member of the Board of Governors. She says the board has a responsibility to serve the interests of all its members, regardless of political affiliation. She adds that the Board has a duty to be fair and fair to all members of the board.","Burcu Duygan-Bump, Special Adviser to the Board, Division of Board Members, Board"
91,TF-IDF,1,1,1.000000119,"Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board","Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board"
91,BERT,0.476190476,0.476190476,0.925933897," Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board, Board of Governors . Rochelle Edge is Deputy Director of the Board . She is also a member of the U.S. Treasury Department .","Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board"
91,BART,0.307692308,0.307692308,0.91781956,"Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board. Edge: We are committed to making sure that the U.S. is on the path to a more secure and secure financial system. We are also committed to ensuring that the economy continues to grow and that the cost of living is kept in perspective.","Rochelle M. Edge, Deputy Director, Division of Monetary Affairs, Board"
